"site";"vegspecies";"buggroup";"family";"species";"size";"functional.group"
"Lincoln Square";"Salvia sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Anagallis arvensis";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Limanarium perezii";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Trachelospermum jasminoides";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Anthropodium cirratum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Lamiaceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Limanarium perezii";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Mentha sp. ";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Lincoln Square";"Trachelospermum jasminoides";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Bellis perennis";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Bellis perennis";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Murchinson Square";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Rosa sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Rosa sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Schinus molle";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Schinus molle";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Schinus molle";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Schinus molle";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Viburnum sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Rosa sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Schinus molle";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Schinus molle";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Pleasance Gardens";"Viburnum sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Bellis perennis";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Nerium oleander";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Nerium oleander";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Nerium oleander";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trachelospermum jasminoides";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Nerium oleander";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Nerium oleander";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Nerium oleander";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Nerium oleander";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Bursaria spinosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Correa glabra";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Atriplex prostrata";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Bursaria spinosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Correa glabra";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Correa glabra";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Oxalis sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Lagunaria sp. ";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Oxalis sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Lagunaria sp. ";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Lagunaria sp. ";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Angiozanthos sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Angiozanthos sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Angiozanthos sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Angiozanthos sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Angiozanthos sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Dietes sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Solanum nigrans";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trachelospermum jasminoides";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Princes Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Galenia pubescens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Plantago lanceolata";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Correa glabra";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Correa glabra";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Craspedia sp. ";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Santolina  chamaecyparissus";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Galenia pubescens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Melaleuca viminalis";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Vittadinia sp. ";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Galenia pubescens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Melaleuca viminalis";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Brachyscome multifida";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Brachyscome multifida";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Chrysoceohalum semipapposum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Correa glabra";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Correa glabra";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Epacris impressa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Eucalyptus cladocalyx";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Eucalyptus cladocalyx";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Goodenia ovata";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Goodenia ovata";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Goodenia ovata";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Medicago lupulina";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Medicago lupulina";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Myoporum parvifolium";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Myoporum parvifolium";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Myoporum parvifolium";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pelargonium australe";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pelargonium australe";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pelargonium australe";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Plantago lanceolata";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Polygonum aviculare";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pomaderris racemosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pomaderris racemosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Wahlenbergia sp. ";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Westringia fruticosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Chenopodium parabolicum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Eucalyptus camaldulensis";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Eucalyptus cladocalyx";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Galenia pubescens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Hypericum calycinium";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Hypericum calycinium";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Lavandula sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Ozothamnus ferrugineus";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Ozothamnus ferrugineus";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Hypericum calycinium";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Hypericum calycinium";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Lavandula sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Ozothamnus ferrugineus";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Ozothamnus ferrugineus";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Solanum nigrans";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Angiozanthos sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Asteraceae 1";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Brachyscome multifida";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Brachyscome multifida";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Correa galbraith";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Correa glabra";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Goodenia ovata";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pelargonium australe";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pimelea humilius";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pimelea humilius";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pimelea humilius";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pomaderris racemosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Pomaderris racemosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Trifolium repens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Wahlenbergia sp. ";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Acacia implexa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Bursaria spinosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Bursaria spinosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Bursaria spinosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Bursaria spinosa";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Foeniculum vulgare";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Galenia pubescens";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Goodenia ovata";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Plantago lanceolata";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Portulaca oleracea";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Raphanus raphanistrum";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
"Royal Park";"Rubus sp.";"Butterflies";"Hesperiidae";"Hesperiidae group";16,5;"Pollinator"
